LAMMPS data file via write_data, version 29 Aug 2024, units = lj

400 atoms
1 atom types

-30 30 xlo xhi
-30 30 ylo yhi
-30 30 zlo zhi

Masses

1 1

Atoms # atomic

57 1 -26.762347976256947 -23.974023710120417 -27.37415612874113 0 0 1
183 1 -12.743600134612336 -21.89522903091367 -23.662557406055864 0 1 0
201 1 11.167007741340354 -17.338623765647853 -29.379264753626586 0 0 0
369 1 13.679730394038291 -9.390426964045075 26.502521486148776 0 0 0
203 1 13.336329343301447 -5.543965858191289 25.00506701888972 0 0 0
351 1 -14.099217173072308 -10.638708364022762 -24.16077733508954 0 0 0
248 1 26.259601468775305 2.6002573958162967 27.69057768024902 0 0 0
235 1 0.9677294888256927 8.89731738462881 -29.59598622419417 0 0 0
388 1 -15.577200239392672 7.308322477570137 -29.919714633431756 0 0 0
38 1 2.6348036383835765 3.0832429895039426 19.217558156154617 0 0 -1
192 1 9.943031459810248 16.74608327907592 -21.328829221566185 0 0 1
258 1 17.596088815595518 29.454959750888513 -22.492047938554233 0 0 0
216 1 16.79734169875124 -2.5185116811109216 24.665108871812684 0 0 -1
362 1 11.973496846275035 7.456883980147471 -24.766632346189624 0 0 0
177 1 -2.1583646109880026 1.1514055896996713 -21.57519035852068 0 0 0
264 1 -13.328833749644293 9.058315144131807 -17.315331229381126 0 0 1
176 1 10.370582792563749 15.363681881801769 23.860984486040024 0 0 0
286 1 16.672359504485463 -28.841171003710812 -28.80991580310633 0 1 1
83 1 7.076031422361742 20.899847843584343 -28.206037715719006 0 -1 1
393 1 -14.832915968943645 28.778884315758727 -29.425764138219776 0 0 1
18 1 27.21610808494169 -28.246443067967746 -26.505640713733982 -1 1 1
1 1 11.555444449218282 -19.66453113203748 -18.31041171111344 0 0 0
112 1 -8.054236867364402 -3.8511223254261897 -29.002609400659704 0 0 0
247 1 -8.56191357684802 -4.775929930945934 -28.310273068875375 0 -1 0
186 1 7.879400866439902 13.802108554506615 -20.489111047357813 0 0 1
318 1 1.0664755327732307 16.901986404126628 -28.353416745884665 0 0 0
296 1 -17.22880370865676 -23.565858156908714 -19.17388255514372 1 0 0
383 1 12.570639639335964 -17.506727323942883 -25.923351715666502 0 0 0
303 1 -9.085163656473211 -8.450635289754162 -25.570379500276914 0 0 1
103 1 24.704029232479247 -16.648117598504705 -22.977724367340635 -1 0 1
315 1 -2.1321842750157027 18.550400271523156 28.170099667600297 0 0 -1
151 1 14.033862818868993 12.845173392807194 -27.975003992085025 0 -1 1
166 1 14.590173841752575 17.697342936161217 29.913949227300765 0 -1 -1
361 1 15.515141336306726 21.115330877942355 -21.695232248792962 0 0 0
138 1 19.55124215700969 19.819071501052502 -25.852611202411527 0 0 0
278 1 13.241256193992877 -6.239909858775462 -18.399602041513784 0 0 0
187 1 -17.601339640500708 1.0856612701118866 -27.61268724694301 0 0 1
129 1 23.22777211435383 14.5807936937313 -26.464815971432564 0 0 0
27 1 3.8734552507692257 18.92300877194501 -26.884917865604237 0 0 0
73 1 11.445736328638175 -21.53078858140802 -18.340452194967618 0 1 1
4 1 21.20742223290454 -24.164470309458007 -19.4048661281932 0 0 0
171 1 3.132542609601817 -9.933875232892127 -20.27458934510734 0 0 1
122 1 1.0970256312945361 -3.2586354066327683 -18.446927592380458 0 0 1
